time/total_timesteps,rollout/ep_len_mean,time/fps,time/episodes,rollout/exploration_rate,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/n_updates,train/loss
57430,37.77,3,2204,0.05,26.77,16603,0.0001,14107,0.3773752450942993
57567,38.13,3,2208,0.05,27.13,16642,0.0001,14141,0.5161359310150146
57736,38.12,3,2212,0.05,27.12,16687,0.0001,14183,0.44388043880462646
57865,37.02,3,2216,0.05,26.02,16723,0.0001,14216,0.5317295789718628
57981,36.88,3,2220,0.05,25.88,16756,0.0001,14245,1.0798124074935913
58162,37.06,3,2224,0.05,26.06,16804,0.0001,14290,0.3351433277130127
58272,36.75,3,2228,0.05,25.75,16835,0.0001,14317,0.5331159234046936
58405,36.3,3,2232,0.05,25.3,16872,0.0001,14351,0.6200974583625793
58573,36.8,3,2236,0.05,25.8,16918,0.0001,14393,1.1307591199874878
58723,37.23,3,2240,0.05,26.23,16959,0.0001,14430,0.10057470947504044
58862,37.59,3,2244,0.05,26.59,16997,0.0001,14465,1.2345049381256104
58965,37.5,3,2248,0.05,26.5,17027,0.0001,14491,0.14556147158145905
59078,37.14,3,2252,0.05,26.14,17059,0.0001,14519,0.528649091720581
59285,37.54,3,2256,0.05,26.54,17115,0.0001,14571,0.46643802523612976
59362,37.15,3,2260,0.05,26.15,17138,0.0001,14590,0.33443233370780945
59537,37.56,3,2264,0.05,26.56,17185,0.0001,14634,0.5001310110092163
59730,38.21,3,2268,0.05,27.21,17237,0.0001,14682,0.03801041468977928
59931,38.19,3,2272,0.05,27.19,17291,0.0001,14732,0.7256144881248474
60150,39.02,3,2276,0.05,28.02,17349,0.0001,14787,1.5861189365386963
60328,39.47,3,2280,0.05,28.47,17397,0.0001,14831,0.6121033430099487
60531,39.69,3,2284,0.05,28.69,17451,0.0001,14882,0.22748786211013794
60700,39.7,3,2288,0.05,28.7,17497,0.0001,14924,0.43592625856399536
60818,39.68,3,2292,0.05,28.68,17530,0.0001,14954,1.6527069807052612
60874,38.92,3,2296,0.05,27.92,17548,0.0001,14968,0.7497448325157166
61092,39.43,3,2300,0.05,28.43,17605,0.0001,15022,0.9783213138580322
61252,38.22,3,2304,0.05,27.22,17649,0.0001,15062,0.45962536334991455
61452,38.85,3,2308,0.05,27.85,17703,0.0001,15112,0.5065314173698425
61619,38.83,3,2312,0.05,27.83,17748,0.0001,15154,0.5364009141921997
61758,38.93,3,2316,0.05,27.93,17786,0.0001,15189,0.6650895476341248
62014,40.33,3,2320,0.05,29.33,17853,0.0001,15253,0.4763859212398529
62094,39.32,3,2324,0.05,28.32,17877,0.0001,15273,1.8638331890106201
62247,39.75,3,2328,0.05,28.75,17918,0.0001,15311,0.8541116118431091
62379,39.74,3,2332,0.05,28.74,17955,0.0001,15344,0.1921161413192749
62480,39.07,3,2336,0.05,28.07,17984,0.0001,15369,0.4665551483631134
62602,38.79,3,2340,0.05,27.79,18018,0.0001,15400,0.7389296889305115
62813,39.51,3,2344,0.05,28.51,18074,0.0001,15453,0.9481735825538635
62964,39.99,3,2348,0.05,28.99,18115,0.0001,15490,0.1820354461669922
63241,41.63,3,2352,0.05,30.63,18187,0.0001,15560,0.6605929136276245
63427,41.42,3,2356,0.05,30.42,18237,0.0001,15606,0.05720313638448715
63547,41.85,3,2360,0.05,30.85,18271,0.0001,15636,0.615901529788971
63692,41.55,3,2364,0.05,30.55,18311,0.0001,15672,0.5139254331588745
63819,40.89,3,2368,0.05,29.89,18347,0.0001,15704,0.465690553188324
63915,39.84,3,2372,0.05,28.84,18375,0.0001,15728,0.7030236124992371
64072,39.22,3,2376,0.05,28.22,18417,0.0001,15767,0.2989138662815094
64333,40.05,3,2380,0.05,29.05,18486,0.0001,15833,0.5820100903511047
64481,39.5,3,2384,0.05,28.5,18526,0.0001,15870,0.1298459768295288
64553,38.53,3,2388,0.05,27.53,18549,0.0001,15888,0.07449226081371307
64754,39.36,3,2392,0.05,28.36,18602,0.0001,15938,0.814312219619751
64866,39.92,3,2396,0.05,28.92,18634,0.0001,15966,0.6611719131469727
65058,39.66,3,2400,0.05,28.66,18685,0.0001,16014,0.3760780692100525
65217,39.65,3,2404,0.05,28.65,18727,0.0001,16054,0.6203829646110535
65433,39.81,3,2408,0.05,28.81,18784,0.0001,16108,1.2234091758728027
65580,39.61,3,2412,0.05,28.61,18825,0.0001,16144,1.42413330078125
65778,40.2,3,2416,0.05,29.2,18878,0.0001,16194,0.5115830302238464
65901,38.87,3,2420,0.05,27.87,18913,0.0001,16225,0.37906816601753235
66086,39.92,3,2424,0.05,28.92,18962,0.0001,16271,1.0001909732818604
66292,40.45,3,2428,0.05,29.45,19017,0.0001,16322,0.4007943868637085
66419,40.4,3,2432,0.05,29.4,19052,0.0001,16354,1.123856544494629
66550,40.7,3,2436,0.05,29.7,19089,0.0001,16387,0.39037665724754333
66710,41.08,3,2440,0.05,30.08,19132,0.0001,16427,1.0124465227127075
66837,40.24,3,2444,0.05,29.24,19168,0.0001,16459,0.05703571438789368
66993,40.29,3,2448,0.05,29.29,19210,0.0001,16498,0.9453197717666626
67162,39.21,3,2452,0.05,28.21,19256,0.0001,16540,0.8108365535736084
67388,39.61,3,2456,0.05,28.61,19316,0.0001,16596,0.3224329352378845
67644,40.97,3,2460,0.05,29.97,19381,0.0001,16660,1.0545673370361328
67813,41.21,3,2464,0.05,30.21,19427,0.0001,16703,0.5397166609764099
67916,40.97,3,2468,0.05,29.97,19456,0.0001,16728,1.286802053451538
68002,40.87,3,2472,0.05,29.87,19482,0.0001,16750,0.6220211982727051
68063,39.91,3,2476,0.05,28.91,19502,0.0001,16765,1.3159003257751465
68254,39.21,3,2480,0.05,28.21,19552,0.0001,16813,1.277902603149414
68379,38.98,3,2484,0.05,27.98,19586,0.0001,16844,0.10964228212833405
68503,39.5,3,2488,0.05,28.5,19621,0.0001,16875,0.6235572099685669
68615,38.61,3,2492,0.05,27.61,19652,0.0001,16903,0.5947501063346863
68750,38.84,3,2496,0.05,27.84,19690,0.0001,16937,0.48544442653656006
68922,38.64,3,2500,0.05,27.64,19736,0.0001,16980,0.3703690469264984
69079,38.62,3,2504,0.05,27.62,19780,0.0001,17019,0.9186519384384155
69270,38.37,3,2508,0.05,27.37,19830,0.0001,17067,0.5498657822608948
69427,38.47,3,2512,0.05,27.47,19873,0.0001,17106,0.8787717223167419
69522,37.44,3,2516,0.05,26.44,19901,0.0001,17130,1.0405219793319702
69770,38.69,3,2520,0.05,27.69,19966,0.0001,17192,1.0816761255264282
70033,39.47,3,2524,0.05,28.47,20034,0.0001,17258,1.0481805801391602
70198,39.06,3,2528,0.05,28.06,20080,0.0001,17299,0.4915512800216675
70347,39.28,3,2532,0.05,28.28,20120,0.0001,17336,0.085150346159935
70486,39.36,3,2536,0.05,28.36,20159,0.0001,17371,0.6153442859649658
70641,39.31,3,2540,0.05,28.31,20201,0.0001,17410,0.4838564395904541
70809,39.72,3,2544,0.05,28.72,20246,0.0001,17452,0.5432993769645691
71078,40.85,3,2548,0.05,29.85,20317,0.0001,17519,0.7233181595802307
71180,40.18,3,2552,0.05,29.18,20346,0.0001,17544,0.1695462018251419
71298,39.1,3,2556,0.05,28.1,20380,0.0001,17574,1.3819595575332642
71395,37.51,3,2560,0.05,26.51,20407,0.0001,17598,0.4887154698371887
71537,37.24,3,2564,0.05,26.24,20447,0.0001,17634,0.5887632966041565
71658,37.42,3,2568,0.05,26.42,20482,0.0001,17664,0.5672587156295776
71779,37.77,3,2572,0.05,26.77,20517,0.0001,17694,0.6347218751907349
71923,38.6,3,2576,0.05,27.6,20556,0.0001,17730,0.11552847921848297
72158,39.04,3,2580,0.05,28.04,20618,0.0001,17789,0.5126140713691711
72298,39.19,3,2584,0.05,28.19,20657,0.0001,17824,1.396646499633789
72456,39.53,3,2588,0.05,28.53,20700,0.0001,17863,1.2477288246154785
72567,39.52,3,2592,0.05,28.52,20731,0.0001,17891,0.22381076216697693
72720,39.7,3,2596,0.05,28.7,20773,0.0001,17929,0.938298225402832
72877,39.55,3,2600,0.05,28.55,20816,0.0001,17969,1.1292083263397217
73030,39.51,3,2604,0.05,28.51,20858,0.0001,18007,0.605860710144043
73232,39.62,3,2608,0.05,28.62,20912,0.0001,18057,1.0136722326278687
73555,41.28,3,2612,0.05,30.28,20995,0.0001,18138,0.19336828589439392
73692,41.7,3,2616,0.05,30.7,21033,0.0001,18172,1.4586254358291626
73904,41.34,3,2620,0.05,30.34,21088,0.0001,18225,0.6450919508934021
74058,40.25,3,2624,0.05,29.25,21131,0.0001,18264,0.7401719689369202
74269,40.71,3,2628,0.05,29.71,21186,0.0001,18317,1.0714657306671143
74407,40.6,3,2632,0.05,29.6,21224,0.0001,18351,1.1245254278182983
74522,40.36,3,2636,0.05,29.36,21257,0.0001,18380,0.06112324073910713
74690,40.49,3,2640,0.05,29.49,21302,0.0001,18422,0.13523730635643005
74830,40.21,3,2644,0.05,29.21,21341,0.0001,18457,2.398158073425293
75078,40.0,3,2648,0.05,29.0,21406,0.0001,18519,0.811286449432373
75254,40.74,3,2652,0.05,29.74,21453,0.0001,18563,0.49886587262153625
75480,41.82,3,2656,0.05,30.82,21512,0.0001,18619,1.1878942251205444
75602,42.07,3,2660,0.05,31.07,21547,0.0001,18650,0.5059481859207153
75749,42.12,3,2664,0.05,31.12,21587,0.0001,18687,1.2038378715515137
75827,41.69,3,2668,0.05,30.69,21610,0.0001,18706,0.9324727654457092
76023,42.44,3,2672,0.05,31.44,21662,0.0001,18755,1.2803598642349243
76200,42.77,3,2676,0.05,31.77,21710,0.0001,18799,0.4215812087059021
76408,42.5,3,2680,0.05,31.5,21765,0.0001,18851,0.24784180521965027
76549,42.51,3,2684,0.05,31.51,21804,0.0001,18887,0.6229665875434875
76749,42.93,3,2688,0.05,31.93,21857,0.0001,18937,2.1097984313964844
76926,43.59,3,2692,0.05,32.59,21904,0.0001,18981,1.0735782384872437
77118,43.98,3,2696,0.05,32.98,21956,0.0001,19029,0.027194593101739883
77198,43.21,3,2700,0.05,32.21,21980,0.0001,19049,0.33167117834091187
77396,43.66,3,2704,0.05,32.66,22032,0.0001,19098,0.41544586420059204
77512,42.8,3,2708,0.05,31.8,22064,0.0001,19127,1.2039028406143188
77625,40.7,3,2712,0.05,29.7,22096,0.0001,19156,0.022495703771710396
77746,40.54,3,2716,0.05,29.54,22130,0.0001,19186,0.20570656657218933
77840,39.36,3,2720,0.05,28.36,22188,0.0001,19209,0.21304823458194733
78020,39.62,3,2724,0.05,28.62,22237,0.0001,19254,0.8498684167861938
78253,39.84,3,2728,0.05,28.84,22297,0.0001,19313,1.3028842210769653
78422,40.15,3,2732,0.05,29.15,22342,0.0001,19355,0.9934291839599609
78527,40.05,3,2736,0.05,29.05,22372,0.0001,19381,0.3328242003917694
78760,40.7,3,2740,0.05,29.7,22433,0.0001,19439,1.0109448432922363
78880,40.5,3,2744,0.05,29.5,22467,0.0001,19469,0.05800478160381317
79113,40.35,3,2748,0.05,29.35,22528,0.0001,19528,0.08808901906013489
79192,39.38,3,2752,0.05,28.38,22552,0.0001,19547,0.30278053879737854
79393,39.13,3,2756,0.05,28.13,22604,0.0001,19598,1.6427881717681885
79465,38.63,3,2760,0.05,27.63,22626,0.0001,19616,2.007962226867676
79619,38.7,3,2764,0.05,27.7,22668,0.0001,19654,0.6325405836105347
79777,39.5,3,2768,0.05,28.5,22711,0.0001,19694,0.7978081703186035
79928,39.05,3,2772,0.05,28.05,22752,0.0001,19731,0.3431427478790283
80091,38.91,3,2776,0.05,27.91,22796,0.0001,19772,0.31230270862579346
80307,38.99,3,2780,0.05,27.99,22853,0.0001,19826,0.615821123123169
80409,38.6,3,2784,0.05,27.6,22882,0.0001,19852,0.018723241984844208
80536,37.87,3,2788,0.05,26.87,22918,0.0001,19883,0.36881765723228455
80678,37.52,3,2792,0.05,26.52,22957,0.0001,19919,0.7265727519989014
80793,36.75,3,2796,0.05,25.75,22989,0.0001,19948,1.0042126178741455
80923,37.25,3,2800,0.05,26.25,23025,0.0001,19980,1.006846308708191
81123,37.27,3,2804,0.05,26.27,23079,0.0001,20030,0.670820415019989
81295,37.83,3,2808,0.05,26.83,23125,0.0001,20073,0.08306517452001572
81496,38.71,3,2812,0.05,27.71,23178,0.0001,20123,0.022900454699993134
81637,38.91,3,2816,0.05,27.91,23217,0.0001,20159,0.05301561951637268
81820,39.8,3,2820,0.05,28.8,23265,0.0001,20204,0.585470974445343
81978,39.58,3,2824,0.05,28.58,23308,0.0001,20244,0.5816633701324463
82132,38.79,3,2828,0.05,27.79,23350,0.0001,20282,0.12566502392292023
82294,38.72,3,2832,0.05,27.72,23393,0.0001,20323,0.3919607400894165
82550,40.23,3,2836,0.05,29.23,23461,0.0001,20387,1.1619126796722412
82765,40.05,3,2840,0.05,29.05,23517,0.0001,20441,0.2558126747608185
82929,40.49,3,2844,0.05,29.49,23562,0.0001,20482,0.052202560007572174
83142,40.29,3,2848,0.05,29.29,23619,0.0001,20535,0.5634793639183044
83253,40.61,3,2852,0.05,29.61,23650,0.0001,20563,0.025379685685038567
83394,40.01,3,2856,0.05,29.01,23690,0.0001,20598,1.8339239358901978
83534,40.69,3,2860,0.05,29.69,23729,0.0001,20633,0.4896342158317566
83615,39.96,3,2864,0.05,28.96,23753,0.0001,20653,2.1547417640686035
83793,40.16,3,2868,0.05,29.16,23800,0.0001,20698,0.20132222771644592
83890,39.62,3,2872,0.05,28.62,23829,0.0001,20722,0.8582109212875366
84035,39.44,3,2876,0.05,28.44,23868,0.0001,20758,1.2653573751449585
84216,39.09,3,2880,0.05,28.09,23917,0.0001,20803,0.5592910647392273
84385,39.76,3,2884,0.05,28.76,23963,0.0001,20846,0.023963097482919693
84576,40.4,3,2888,0.05,29.4,24013,0.0001,20893,0.045413143932819366
84714,40.36,3,2892,0.05,29.36,24051,0.0001,20928,0.8381941914558411
84863,40.7,3,2896,0.05,29.7,24092,0.0001,20965,0.04031629487872124
84983,40.6,3,2900,0.05,29.6,24126,0.0001,20995,0.083718441426754
85061,39.38,3,2904,0.05,28.38,24149,0.0001,21015,0.4014119505882263
85227,39.32,3,2908,0.05,28.32,24194,0.0001,21056,0.11359784007072449
85350,38.54,3,2912,0.05,27.54,24228,0.0001,21087,0.47740569710731506
85454,38.17,3,2916,0.05,27.17,24258,0.0001,21113,0.5434846878051758
85612,37.92,3,2920,0.05,26.92,24301,0.0001,21152,1.3306444883346558
85852,38.74,3,2924,0.05,27.74,24365,0.0001,21212,1.3251757621765137
86013,38.81,3,2928,0.05,27.81,24408,0.0001,21253,0.2615441083908081
86106,38.12,3,2932,0.05,27.12,24436,0.0001,21276,0.8144744634628296
86286,37.36,3,2936,0.05,26.36,24484,0.0001,21321,0.06879626214504242
86370,36.05,3,2940,0.05,25.05,24509,0.0001,21342,0.12859581410884857
86476,35.47,3,2944,0.05,24.47,24539,0.0001,21368,1.0822806358337402
86567,34.25,3,2948,0.05,23.25,24566,0.0001,21391,0.11541135609149933
86798,35.45,3,2952,0.05,24.45,24627,0.0001,21449,1.6792213916778564
86922,35.28,3,2956,0.05,24.28,24662,0.0001,21480,1.0773804187774658
87073,35.39,3,2960,0.05,24.39,24704,0.0001,21518,0.7147030234336853
87236,36.21,3,2964,0.05,25.21,24748,0.0001,21558,0.4489343762397766
87313,35.2,3,2968,0.05,24.2,24771,0.0001,21578,0.16561393439769745
87542,36.52,3,2972,0.05,25.52,24830,0.0001,21635,0.035736262798309326
87715,36.8,3,2976,0.05,25.8,24877,0.0001,21678,0.4332464933395386
87886,36.7,3,2980,0.05,25.7,24924,0.0001,21721,0.4725547134876251
88021,36.36,3,2984,0.05,25.36,24961,0.0001,21755,0.40351343154907227
88249,36.73,3,2988,0.05,25.73,25022,0.0001,21812,0.106566421687603
88355,36.41,3,2992,0.05,25.41,25052,0.0001,21838,0.059585172683000565
88480,36.17,3,2996,0.05,25.17,25087,0.0001,21869,0.5449047088623047
88596,36.13,3,3000,0.05,25.13,25120,0.0001,21898,0.6294786334037781
88752,36.91,3,3004,0.05,25.91,25164,0.0001,21937,0.5343382358551025
88873,36.46,3,3008,0.05,25.46,25198,0.0001,21968,0.6982758045196533
89027,36.77,3,3012,0.05,25.77,25240,0.0001,22006,1.898102045059204
89175,37.21,3,3016,0.05,26.21,25280,0.0001,22043,0.6757985949516296
89331,37.19,3,3020,0.05,26.19,25323,0.0001,22082,0.9035544395446777
89477,36.25,3,3024,0.05,25.25,25364,0.0001,22119,0.9997082948684692
89617,36.04,3,3028,0.05,25.04,25402,0.0001,22154,0.7651631832122803
89743,36.37,3,3032,0.05,25.37,25437,0.0001,22185,1.0653784275054932
89865,35.79,3,3036,0.05,24.79,25472,0.0001,22216,0.8490127325057983
90037,36.67,3,3040,0.05,25.67,25518,0.0001,22259,0.10213220119476318
90231,37.55,3,3044,0.05,26.55,25570,0.0001,22307,0.22542403638362885
90371,38.04,3,3048,0.05,27.04,25608,0.0001,22342,2.1650116443634033
90462,36.64,3,3052,0.05,25.64,25635,0.0001,22365,0.2538587749004364
90555,36.33,3,3056,0.05,25.33,25662,0.0001,22388,0.13854436576366425
90666,35.93,3,3060,0.05,24.93,25694,0.0001,22416,0.99212247133255
90828,35.92,3,3064,0.05,24.92,25738,0.0001,22456,0.6742370128631592
90970,36.57,3,3068,0.05,25.57,25777,0.0001,22492,0.5237681269645691
91089,35.47,3,3072,0.05,24.47,25810,0.0001,22522,0.8673714399337769
91177,34.62,3,3076,0.05,23.62,25836,0.0001,22544,1.1960208415985107
91347,34.61,3,3080,0.05,23.61,25881,0.0001,22586,1.2847535610198975
91423,34.02,3,3084,0.05,23.02,25904,0.0001,22605,0.01746123656630516
91562,33.13,3,3088,0.05,22.13,25942,0.0001,22640,0.6436906456947327
91763,34.08,3,3092,0.05,23.08,25996,0.0001,22690,1.001660943031311
91907,34.27,3,3096,0.05,23.27,26035,0.0001,22726,0.7378219962120056
92010,34.14,3,3100,0.05,23.14,26065,0.0001,22752,1.4805285930633545
92125,33.73,3,3104,0.05,22.73,26097,0.0001,22781,0.016502372920513153
92308,34.35,3,3108,0.05,23.35,26146,0.0001,22826,1.896236777305603
92505,34.78,3,3112,0.05,23.78,26198,0.0001,22876,0.41005533933639526
92674,34.99,3,3116,0.05,23.99,26243,0.0001,22918,0.7925306558609009
92840,35.09,3,3120,0.05,24.09,26287,0.0001,22959,0.028641439974308014
92987,35.1,3,3124,0.05,24.1,26328,0.0001,22996,0.6698585152626038
93160,35.43,3,3128,0.05,24.43,26374,0.0001,23039,0.4468724727630615
93403,36.6,3,3132,0.05,25.6,26438,0.0001,23100,1.859072208404541
93577,37.12,3,3136,0.05,26.12,26485,0.0001,23144,0.7313984632492065
93753,37.16,3,3140,0.05,26.16,26533,0.0001,23188,1.384942889213562
93868,36.37,3,3144,0.05,25.37,26565,0.0001,23216,0.3592163920402527
94049,36.78,3,3148,0.05,25.78,26613,0.0001,23262,0.5598832964897156
94221,37.59,3,3152,0.05,26.59,26659,0.0001,23305,0.6190162301063538
94459,39.04,3,3156,0.05,28.04,26722,0.0001,23364,0.32706183195114136
94555,38.89,3,3160,0.05,27.89,26750,0.0001,23388,1.146545171737671
94838,40.1,3,3164,0.05,29.1,26823,0.0001,23459,0.12424905598163605
95004,40.34,3,3168,0.05,29.34,26868,0.0001,23500,1.2039190530776978
95079,39.9,3,3172,0.05,28.9,26891,0.0001,23519,1.738234519958496
95310,41.33,3,3176,0.05,30.33,26950,0.0001,23577,1.1716670989990234
95467,41.2,3,3180,0.05,30.2,26993,0.0001,23616,0.8417515158653259
95591,41.68,3,3184,0.05,30.68,27028,0.0001,23647,0.3206694424152374
95692,41.3,3,3188,0.05,30.3,27057,0.0001,23672,0.6610527038574219
95854,40.91,3,3192,0.05,29.91,27100,0.0001,23713,1.0152963399887085
96018,41.11,3,3196,0.05,30.11,27144,0.0001,23754,1.2357840538024902
96289,42.79,3,3200,0.05,31.79,27214,0.0001,23822,0.41755443811416626
96385,42.6,3,3204,0.05,31.6,27242,0.0001,23846,0.6371921896934509
96568,42.6,3,3208,0.05,31.6,27291,0.0001,23891,1.1427617073059082
96699,41.94,3,3212,0.05,30.94,27326,0.0001,23924,1.3943641185760498
96849,41.75,3,3216,0.05,30.75,27367,0.0001,23962,0.5646552443504333
97067,42.27,3,3220,0.05,31.27,27423,0.0001,24016,0.13291721045970917
97326,43.39,3,3224,0.05,32.39,27490,0.0001,24081,0.054004184901714325
97470,43.1,3,3228,0.05,32.1,27529,0.0001,24117,0.36837878823280334
97690,42.87,3,3232,0.05,31.87,27585,0.0001,24172,0.3932012915611267
97820,42.43,3,3236,0.05,31.43,27621,0.0001,24204,0.9238604307174683
97964,42.11,3,3240,0.05,31.11,27660,0.0001,24240,0.52952641248703
98073,42.05,3,3244,0.05,31.05,27691,0.0001,24268,1.340070366859436
98250,42.01,3,3248,0.05,31.01,27737,0.0001,24312,1.5619580745697021
98442,42.21,3,3252,0.05,31.21,27789,0.0001,24360,0.07083534449338913
98571,41.12,3,3256,0.05,30.12,27825,0.0001,24392,0.6073169708251953
98647,40.92,3,3260,0.05,29.92,27849,0.0001,24411,0.15971413254737854
98827,39.89,3,3264,0.05,28.89,27897,0.0001,24456,0.05173201486468315
99028,40.24,3,3268,0.05,29.24,27951,0.0001,24506,1.071627140045166
99190,41.11,3,3272,0.05,30.11,27995,0.0001,24547,0.05996419116854668
99331,40.21,3,3276,0.05,29.21,28034,0.0001,24582,0.05882292240858078
99451,39.84,3,3280,0.05,28.84,28067,0.0001,24612,0.06854305416345596
99679,40.88,3,3284,0.05,29.88,28127,0.0001,24669,0.7001644372940063
99907,42.15,3,3288,0.05,31.15,28187,0.0001,24726,1.085426926612854
